trope	description	trope_url
Rescue Introduction	Meeting a new character while rescuing them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RescueIntroduction
Rescue Reversal	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RescueReversal
Rescue Romance	Two people fall in love after one saves the other's life.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RescueRomance
Rescue Sex	Someone has sex with their rescuer to express their gratitude.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RescueSex
Research Inc	A company that does research in exchange for money.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResearchInc
Resemblance Reveal	When an unseen/masked character is finally revealed, he looks just like someone important in-story.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResemblanceReveal
Resentful Guardian	Suddenly having to raise a child = LIFE RUINED.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResentfulGuardian
Reset Button	Don't worry; it'll all return to (exactly) what it was before.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResetButton
Reset Button Ending	Start everything all over again.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResetButtonEnding
Reset Button Suicide Mission	Performing a Heroic Sacrifice while knowing it will be undone.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResetButtonSuicideMission
Residual Self Image	A physical representation of one's soul/personality looks different than their physical body.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResidualSelfImage
Resignations Not Accepted	No one leaves an evil organization alive.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResignationsNotAccepted
Resigned In Disgrace	A scandal forces a character to resign from their post - willingly or otherwise.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResignedInDisgrace
Resigned To The Call	I don't want to be a hero, but I'll do it anyway.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResignedToTheCall
Resign In Protest	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResignInProtest
Resistance As Planned	The supposed rebellion fighting to bring down The Empire turns out to be aligned with the bad guys the whole time.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResistanceAsPlanned
Resistance Is Futile	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResistanceIsFutile
Resist The Beast	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResistTheBeast
Resolved Noodle Incident	The Noodle Incident gets explained.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResolvedNoodleIncident
Resource Gathering Mission	A mission where the primary goal is to gather resources rather than destroy the enemy.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResourceGatheringMission
Resources Management Gameplay	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResourcesManagementGameplay
Respawning Enemies	WHERE ARE ALL THESE MOOKS COMING FROM???	http://tvtropes.org/pmwiki/pmwiki.php/Main/RespawningEnemies
Respawn On The Spot	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RespawnOnTheSpot
Respawn Point	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RespawnPoint
Respected By The Respected	A character's cred is established by other tough characters addressing them with respect.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RespectedByTheRespected
Rest And Resupply Stop	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestAndResupplyStop
Restart The World	This world sucks. Let's burn it all down and start over.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestartTheWorld
Restaurant Owning Episode	Bob opens a restaurant naively thinking it will be fun.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestaurantOwningEpisode
Resting Recovery	A video game mechanic where a resting character's health/mana/stamina regenerate quickly.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestingRecovery
Restoration Comedy	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestorationComedy
Restoration Of Sanity	An insane character has their sanity suddenly restored.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestorationOfSanity
Restored My Faith In Humanity	A character learns that humanity isn't so bad after all.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestoredMyFaithInHumanity
Restrained Revenge	Someone takes a lesser revenge on someone else in lieu of forgiving them entirely.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestrainedRevenge
Restraining Bolt	An object or spell that forces a character to follow its ethical code.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestrainingBolt
Restricted Expanded Universe	The Expanded Universe has rules it is not allowed to break, sometimes resulting in weaker storytelling.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestrictedExpandedUniverse
Restricted Rescue Operation	Outside forces restrict a rescue operation.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RestrictedRescueOperation
Results Not Typical	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResultsNotTypical
Resurgent Empire	An empire that had once fallen has survived its Darkest Hour to rise again.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurgentEmpire
Resurrected For A Job	A third party resurrects The Hero and sends him on a Quest.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectedForAJob
Resurrected Romance	Deceased Love Interest comes Back from the Dead.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectedRomance
Resurrection Death Loop	A character that is fated or cursed to die multiple times.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectionDeathLoop
Resurrection Revenge	Coming Back from the Dead to avenge your own death.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectionRevenge
Resurrection Sickness	A character has various physical ailments after coming back to life.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectionSickness
Resurrection Teleportation	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectionTeleportation
Resurrective Immortality	This person can be killed — but they'll just come straight back to life.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectiveImmortality
Resurrect The Villain	New villains bring a previously killed villain Back from the Dead in order to teach or serve them.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectTheVillain
Resurrect The Wreck	The heroes find their needed vehicle as a derelict and set about getting it in better condition.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ResurrectTheWreck
Retail Riot	Fighting over a store item.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetailRiot
Retail Therapy	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetailTherapy
Retaliation Mode	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetaliationMode
Retargeted Lust	A has sex with B after being sexually aroused by C.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetargetedLust
Ret Canon	Elements from the adaptations of a work start to make their way into official canon.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetCanon
Retcon	Previously established story events and/or facts get removed or rewritten.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Retcon
Retconjuration	The power to change history for the sake of the plot.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Retconjuration
Retconning The Wiki	A character edits a wiki with false or subjective information for the purpose of a joke, or just for kicks.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetconningTheWiki
Ret Gone	A character and all evidence they ever existed was erased from existence.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetGone
Retired Badass	The badass has quit the role which made him badass.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetiredBadass
Retired Badass Roundup	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetiredBadassRoundup
Retired Game Show Element	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetiredGameShowElement
Retired Gunfighter	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetiredGunfighter
Retired Monster	A villain who retires from their active villainy without a HeelFace Turn.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetiredMonster
Retired Outlaw	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetiredOutlaw
Retirony	Characters often die just before they retire from a dangerous job.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Retirony
Retool	The format of a medium is changed to appeal to new viewers.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Retool
Retractable Appendages	The ability to retract any part of the body.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetractableAppendages
Retractable Weapon	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetractableWeapon
Retraux	It looks old because that's cool.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Retraux
Retraux Flashback	A flashback to a previous time is presented in that time's visual style.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetrauxFlashback
Retroactive Idiot Ball	A plot development introduced in a later installment of a series accidentally makes the actions of a character in an earlier installment, which were sound before, now seem illogical.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroactiveIdiotBall
Retroactive Legacy	The real-life history of a story element is actually a more recent fabrication.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroactiveLegacy
Retroactive Precognition	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroactivePrecognition
Retroactive Preparation	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroactivePreparation
Retroactive Recognition	Well-known actors/actress before they were recognized.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroactiveRecognition
Retroactive Wish	Character wishes for one thing, unexpectedly gets it, and wishes for something else in the vain hope it happens again.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroactiveWish
Retro Gaming	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroGaming
Retronym	A series was named after its first part, so the name of the first part is changed so that it won't be confused with the series.	http://tvtropes.org/pmwiki/pmwiki.php/Main/Retronym
Retro Rocket	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroRocket
Retrospective Determinism	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetrospectiveDeterminism
Retro Universe	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroUniverse
Retro Upgrade	What was once obsolete has been made useful again.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RetroUpgrade
Returning Big Bad	Major antagonist who was already defeated and went away comes back as the main threat again, often stronger than before.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReturningBigBad
Returning The Handkerchief	One character loses or lends out something, usually a handkerchief, and another character finds and returns it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReturningTheHandkerchief
Returning The Wedding Ring	Giving back the ring = The relationship is over.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReturningTheWeddingRing
Returning To The Scene	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReturningToTheScene
Returning War Vet	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReturningWarVet
Return To Shooter	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReturnToShooter
Reunion Kiss	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReunionKiss
Reunion Revenge	A class reunion stages revenge for old scorns.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReunionRevenge
Reunion Show	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReunionShow
Reunion Vow	Two people about to be parted indefinitely promise to see each other again one day in spite of the odds.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReunionVow
Reusable Lighter Toss	Wasting a perfectly good Zippo.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReusableLighterToss
Reused Character Design	An artist uses the same or an extremely similar character design for multiple characters in different works.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReusedCharacterDesign
Revealing Continuity Lapse	An in-universe continuity error, meant to signify something about the story, setting or characters.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevealingContinuityLapse
Revealing Coverup	Hiding  something in such a way that just draws attention to it. I don't know what you were smoking, but it must have been pretty good stuff.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevealingCoverup
Revealing Hug	Facial expressions made during an embrace reveal ulterior motives.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevealingHug
Revealing Injury	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevealingInjury
Revealing Reflection	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevealingReflection
Revealing Skill	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevealingSkill
Reveal Shot	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevealShot
Reveille	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Reveille
Revenant Zombie	Our Zombies can think and behave like the living.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevenantZombie
Revenge	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/Revenge
Revenge Against Men	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeAgainstMen
Revenge Ballad	A song about getting revenge.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeBallad
Revenge Before Reason	Getting your vengeance, even if it's detrimental to you and/or those you care for.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeBeforeReason
Revenge By Proxy	B kills A's relative? Then A kills B's relative!	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeByProxy
Revenge Fic	A fanfic that has a hated character get their just deserts.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeFic
Revenge Is A Dish Best Served	Spiting someone by secretly feeding them something disgusting or that they're not allowed to eat.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeIsADishBestServed
Revenge Myopia	Avenging someone who was killed by accident or for the sake of self-defense.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeMyopia
Revenge Of The Nerd	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeOfTheNerd
Revenge Of The Sequel	The sequel title or subtitle announces the return of a character (usually the villain).	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeOfTheSequel
Revenge Reveal Story	A character seeking revenge tells the victim why he's being targeted.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeRevealStory
Revenge Romance	Dating someone for revenge.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeRomance
Revenge SVP	A person seeks revenge because they were not invited to a party.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeSVP
Revenge Through Corruption	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevengeThroughCorruption
Revenue Enhancing Devices	It serves little purpose to the media it's tied with, other than to make money for the company that made it.	http://tvtropes.org/pmwiki/pmwiki.php/Main/RevenueEnhancingDevices
Reverse Arm Fold	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseArmFold
Reverse Cerebus Syndrome	A story goes from being really dark to really lighthearted.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseCerebusSyndrome
Reverse Escort Mission	Escort Mission, except the player is the escortee of an NPC.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseEscortMission
Reverse Grip	Holding a weapon with the blade end towards the pinky.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseGrip
Reverse Mole	A good guy who pretends to be on the villain's side.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseMole
Reverse Polarity	Techno Babble solves everything.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReversePolarity
Reverse Psycho	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReversePsycho
Reverse Psychology	Manipulating someone by telling them the opposite of what you want them to think or do.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReversePsychology
Reverse Psychology Backfire	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReversePsychologyBackfire
Reverse Psychology Marketing	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReversePsychologyMarketing
Reverse Relationship Reveal	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseRelationshipReveal
Reverse Shrapnel	NA	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseShrapnel
Reverse Slippery Slope Fallacy	If there haven't been any bad consequences from one misstep, then the next steps are all allegedly safe.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseSlipperySlopeFallacy
Reverse Telescopic Vision	Holding a telescope or binoculars the wrong way, making what is in their perspective appear far away.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseTelescopicVision
Reverse Whodunnit	We know whodunnit from the opening; the question is, howcatchem?	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReverseWhodunnit
Reversible Roboticizing	Cybernetics are easily replaced with organic parts.	http://tvtropes.org/pmwiki/pmwiki.php/Main/ReversibleRoboticizing
