character_id	description	description_english
3382	"所属：角栄ガス株式会社・株式会社角栄ホームズ

埼玉県・千葉県で【都市ガス・電力・リフォーム】の事業を展開している角栄グループ（角栄ガス・角栄ホームズ）のイメージキャラクターです。黄色のカッくんは社名の【角】、緑色のエイちゃんは【栄】からできています。それぞれ電気・ガスをイメージした、ふくろうのキャラクターです。よろしくお願いします！"	"Affiliation: Kakuei Gas Co., Ltd./Kakuei Homes Co., Ltd.

It is an image character of Kakuei Group (Kakuei Gas/Kakuei Homes), which is developing the [city gas, power, remodeling] business in Saitama and Chiba prefectures. The yellow Kakun is made up of the company name [Kaku], and the green Ei-chan is made of [Sakae]. Each is an owl character with an image of electricity and gas. Thank you!"
3436	"所属：株式会社ニューメディア

ケーブルテレビNCVのイメージキャラクター”チャネルヒカリ”米沢・函館・新潟で、街のイベントやテレビ出演などで活動中ピカ☆コンセント型の尻尾を電源とし、ツノから人を幸せにする電波を発する”電波ウサギ”"	"Affiliation: New Media Co., Ltd.

Image character of cable TV NCV ""Channel Hikari"" Active in Yonezawa, Hakodate, Niigata at events and TV appearances in the city Pika ☆ Powered by the outlet type tail, it emits radio waves that make people happy from horns ""Radio wave rabbit"" ”"
3407	"所属：仙台市立仙台商業高等学校 

べこタンは、仙台をPRするために仙台商業高校の生徒が作成したキャラクターです。宮城県の黒毛和牛をモチーフとし、伊達政宗公の兜の三日月を顔の一部に使用しました。平成28年1月22日に商標登録されました。ホームページのURL　http://mabohp.sitemix.jp/index.html"	"Affiliation: Sendai City Sendai Commercial High School

Bekotan is a character created by a student of Sendai Commercial High School to promote Sendai. The motif is Japanese black beef from Miyagi Prefecture, and the crescent moon of the helmet of Masamune Date is used as part of the face. The trademark was registered on January 22, 2016. Homepage URL http://mabohp.sitemix.jp/index.html"
3432	"所属：mocmo Inc.

耳はカラフルアイスと頭にたっぷり生クリームゥ????甘ぁ??いテディベアだよ??☆☆生息地は原宿竹下通り真ん中あたり。特技はべぁべぁダンスだよぉ??(`・ω・?)ゝみんなぁ応援よろしくねぇ???ぷぷぷ"	"Affiliation: mocmo Inc.

My ears are colorful ice cream and plenty of cream on my head. It's a sweet teddy bear??☆☆ Habitat is in the middle of Harajuku Takeshita Street. The special skill is a baby dance, isn't it??(`・ω・?)〝 Everyone, please support me ???"
3366	"所属：ハリボテワイフプロジェクト

Guten Tag（グーテンターク）！ぼく、ベアりん。ドイツの首都・ベルリンに住んでるんだ。ベルリンでは「BearlinTower（ベアリンタワー）」と呼ばれているよ！好きな食べ物はベルリン名物の「カリーブルスト」。みんなも是非ベルリンに遊びに来てね！"	"Affiliation: Halibotewife Project

Guten Tag! I'm Bear Rin. I live in Berlin, the capital of Germany. It's called ""Bearlin Tower"" in Berlin! Favorite food is Berlin's famous ""Carry Burst"". Please come and visit us in Berlin!"
3228	"所属：刀豆ナタマメ協会

鹿児島のなた豆から生まれた恐竜のこどもです。体は大きななた豆のサヤからできていて、背びれに赤いなた豆がついています。好きな飲み物ははた豆茶。西郷どんみたいな薩摩隼人になることを夢見ています。"	"Affiliation: Sword Bean Society

It is a dinosaur child born from natto beans in Kagoshima. The body is made of large pods and has red pods on the dorsal fin. My favorite drink is Hata Mamecha. I dream of becoming a Satsuma Hayato like Saigo Don."
3211	"所属：""Oishi Trading (Thailand) Co., Ltd.""

ねこさんはタイ王国日本緑茶大手メーカー、オイシブランドの代表キャラクターであります。ねこさんの登場イベントは皆の微笑みや幸せをさせる役割であり、片っ方招き猫のシンボルとして全国の皆に愛されています。"	"Affiliation: ""Oishi Trading (Thailand) Co., Ltd.""

Neko is the representative character of the Oishi brand, a major Japanese green tea manufacturer in Thailand. Cat's appearance event is a role that makes everyone smile and be happy, and is loved by everyone in the country as a symbol of a beckoning cat."
2776	"所属：（一社）名張市観光協会

みえの国観光大使であり、名張市観光大使でもあるチャンカワイさん。その人気ぶりから多忙を極める中、チャンカワイさんを少しでも手助けしようと、三重県や名張市のPRをかってでたキャラクターが「チャン錦（にしき）ちゃん」である。前職はNHKの人気番組のキャラクターであったが、番組のコーナー終了後、チャンカワイさんの「名張の活性化のためにがんばってはどうか」という提案を受け、今年７月、名張市長より「名張市観光大使 代理」に任命された。現在は、忍者修行の地・名張市のキャラクターとして、額には忍者のしるしを光らせ、「名張市観光大使　代理」としてチャンカワイさんの人気に一歩でも近づけるよう、厳しい修行の日々を送っている。その修行の成果については、ぜひ皆さんの目で確認して下さい。"	"Affiliation: (no company) Nabari City Tourism Association

Ms. Chang Kawai, Mie's National Tourism Ambassador and Nabari City Tourism Ambassador. ""Nishiki-chan"" is the character who made a public relations campaign in Mie prefecture and Nabari city in an effort to help Chan Kawai a little while he was busy due to its popularity. My previous job was a character on a popular NHK program, but after the show's corner, I received a suggestion from Mr. Chang Kawai to ""work hard to activate Nabari,"" and in July of this year, the mayor of Nabari called ""Nabari. Was appointed as the City Ambassador of Tourism. Currently, as a character in Nabari City, the place of ninja training, he is sending hard days to keep the ninja's mark on his forehead and to approach Chan Kawai's popularity as a ""tourist ambassador for Nabari City"" even one step. .. Please check the results of the training with your own eyes."
3244	"所属：演劇ユニット・言葉の動物

演劇ユニット・言葉の動物のキャラクターで宇宙ヒヨコという設定です。遠い遠いヒヨコ星から地球を征服にやってきたが居心地がよくて、地球に居ついてしまいました。特徴は敬語で話す、鳥料理に怯える、若干腹黒い。"	"Affiliation: Theatrical unit, animal of words

It is a drama unit/animal character of the language, which is called a space chick. I came to conquer the earth from a distant chick star, but it was so comfortable that I settled on the earth. Characteristic is that it speaks in honorific, is frightened by bird dishes, and is slightly unkind."
3271	"所属：よしもとクリエイティブ・エージェンシー

ルミネtheよしもとの公式ヒーロー笑いの力で新宿を守ります！おもしろいことだけが正義、つまらない奴は成敗する力の源は子供たちの笑顔！特技：大物芸人の知り合いが多い好物：饅頭"	"Affiliation: Yoshimoto Creative Agency

Lumine the Yoshimoto's official hero Protects Shinjuku with the power of laughter! Only the funny things are justice, the boring guys are the source of power to defeat the smiles of the children! Special skill: Favorite food that many big entertainers know: Manju"
